f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,labels
36.111,92.778,98.333,98.611,98.333,98.333,96.667,46.944,96.667,97.778,98.889,98.889,98.889,97.778,92.778,97.778,98.333,98.889,98.889,98.889,97.222,96.111,97.778,98.889,98.889,98.889,97.778,95.556,96.667,98.333,98.889,98.889,98.889,97.222,64.167,94.167,98.056,98.333,97.778,96.111,49.167,37.778,45.278,96.667,96.944,58.611,44.444,38.056,33.056,A
49.167,78.611,95.278,48.611,40,35.833,31.944,52.5,64.722,75.278,95.556,50,41.111,36.111,54.722,65.278,73.333,80.833,95.278,76.667,40,58.333,70.278,95.556,97.778,97.778,96.944,49.722,94.444,97.778,98.889,97.778,98.889,98.333,95,96.667,98.056,98.889,99.444,98.889,98.333,96.667,93.889,98.333,98.889,98.333,98.889,98.333,92.778,B
34.444,42.222,90.833,97.222,96.944,89.722,36.944,42.222,51.944,93.889,96.667,95.556,87.5,42.778,50.278,63.611,80,90.833,92.778,62.778,46.389,96.667,73.611,80.278,86.944,90.278,61.111,50,97.5,97.222,86.944,93.889,71.944,63.611,53.611,94.167,96.944,86.944,80.278,75,68.333,59.722,37.222,45.556,52.778,92.5,77.5,74.444,70.278,C
94.444,82.778,67.222,56.389,49.722,40.833,33.611,95.556,82.5,75.556,73.889,97.222,96.111,43.611,87.222,85.833,83.056,96.667,97.778,97.778,96.111,88.611,88.333,88.889,95,97.778,98.333,97.222,96.667,90.556,92.5,95.556,98.333,98.333,96.667,95.556,97.222,94.167,94.167,98.333,97.778,95,41.389,96.667,98.056,98.333,98.056,96.111,40.278,D
51.389,97.5,98.889,98.889,98.889,98.889,97.222,97.222,98.333,98.889,98.889,98.889,97.778,95,81.944,97.5,98.333,98.056,93.056,78.333,64.444,88.611,98.056,98.611,98.333,98.611,95,66.667,96.944,98.889,98.889,98.889,98.889,97.778,94.444,96.111,98.333,98.889,98.611,98.889,98.056,95,41.111,96.111,98.056,98.333,97.778,69.722,38.333,E
37.778,53.056,97.5,98.889,98.333,98.611,97.5,51.944,96.944,98.889,98.889,98.889,98.889,97.222,95.833,98.333,98.611,98.611,98.889,97.778,95,97.778,98.611,98.333,98.333,92.778,76.944,62.5,96.944,98.333,97.222,96.111,80.556,73.333,61.944,96.667,97.778,98.056,96.944,83.056,77.222,67.5,40.278,80,98.056,98.889,98.333,98.889,97.778,F
95,66.111,60.833,60.556,93.056,90.556,38.056,76.667,76.667,70.833,72.222,97.778,65,47.222,63.889,81.111,78.056,80.278,97.778,69.167,53.889,63.889,84.722,84.444,86.111,98.889,97.222,96.111,43.056,96.389,85.556,89.444,94.444,96.944,96.667,37.778,91.944,90.278,90.278,93.056,98.333,91.944,31.667,38.611,96.389,97.778,97.778,93.611,38.333,G
88.333,97.5,98.611,98.611,98.889,87.778,97.5,97.778,98.056,97.778,99.444,91.667,80.556,96.667,54.444,60,63.611,67.778,70.833,74.722,95,43.611,50.278,56.944,60.556,65.833,74.167,88.333,38.333,43.611,50.278,55.278,61.944,88.056,54.444,34.444,37.778,44.444,49.167,56.111,90.556,52.778,30.556,33.056,38.611,41.944,47.222,90.556,51.389,H
92.222,61.944,53.889,48.333,46.667,42.222,35.556,94.167,68.333,62.222,58.333,55.278,51.667,46.389,97.5,98.889,98.889,99.167,98.333,78.333,60.278,96.667,91.944,66.111,61.667,57.5,52.5,45.278,96.667,93.333,60.278,55.833,49.722,45,37.778,96.667,89.444,54.167,49.167,43.056,38.611,33.333,96.111,60.278,45.833,42.222,38.611,34.444,30.278,I
29.444,35.833,43.611,49.722,56.389,95.278,96.389,33.056,52.778,57.778,61.111,68.889,91.944,95,49.722,97.5,98.889,98.333,98.889,97.778,73.056,54.444,75.278,83.333,86.389,94.167,97.222,90.556,56.944,70,78.333,93.333,63.889,46.667,34.167,60.278,71.667,94.167,48.611,44.167,39.167,31.944,93.056,49.444,44.722,40.833,38.333,32.5,28.056,J
97.778,98.889,98.611,98.889,98.333,96.111,65.833,96.944,98.611,98.889,98.611,98.889,97.778,93.611,97.222,98.333,98.889,99.444,98.889,98.333,97.222,97.222,98.333,98.889,99.444,98.889,98.333,97.222,97.222,98.333,98.889,98.333,98.889,97.778,95,96.667,98.333,98.611,98.889,98.333,95.556,42.222,77.778,97.5,98.333,97.5,68.333,42.222,35.278,A
97.778,98.333,98.333,98.056,80,43.333,36.667,96.667,97.222,83.889,87.222,98.056,93.611,48.333,57.222,71.389,81.667,91.944,96.944,98.333,97.222,52.222,69.722,97.222,98.333,98.333,98.889,97.778,49.167,95.556,98.333,98.333,98.333,98.611,96.667,42.778,96.111,98.333,98.333,98.333,97.778,56.944,36.667,72.222,97.222,97.778,92.5,44.167,35.556,B
71.667,75,77.5,97.778,97.5,79.722,32.222,57.778,65.833,73.333,77.222,81.111,82.5,48.889,53.056,61.111,69.444,75.556,79.444,89.444,52.222,50,60.278,68.333,75.556,80,89.167,54.444,48.333,59.167,71.389,77.5,87.222,68.889,56.667,43.056,66.389,93.889,86.111,80.556,74.167,64.167,31.667,92.5,62.222,98.611,85.278,98.611,97.222,C
94.444,82.778,62.778,49.444,43.333,36.944,31.944,94.167,78.889,69.167,61.944,53.889,44.722,36.111,93.056,80.556,74.444,72.5,74.167,96.389,43.611,85,83.611,80.556,86.944,97.778,97.778,96.111,96.944,85.833,86.667,93.056,97.778,98.333,96.944,96.389,88.056,90.833,93.889,98.889,97.778,95.556,44.167,96.944,98.333,94.444,98.333,94.444,42.5,D
94.722,98.333,98.889,98.889,90.278,98.611,97.778,96.111,98.333,98.889,97.778,98.611,96.944,65.278,94.167,97.778,98.056,97.222,81.111,68.056,57.222,68.333,96.389,97.5,93.611,75.556,66.111,53.611,97.222,98.333,98.333,98.611,97.5,68.611,50.556,97.222,98.889,98.889,98.889,98.333,96.667,42.222,96.667,98.333,98.333,98.333,97.5,46.389,32.222,E
97.5,98.333,97.222,80.833,45.833,40.556,34.722,96.667,97.778,98.056,98.889,97.222,96.111,43.333,95.556,98.333,98.333,97.778,97.222,76.667,76.389,92.778,96.667,97.222,96.667,91.111,70.833,61.944,46.667,95.278,97.5,97.5,90,66.667,55.278,41.389,60,96.667,97.5,90.278,67.222,51.944,48.333,40.278,44.444,80,96.389,77.5,46.667,F
73.611,63.889,66.389,84.722,63.889,48.056,38.056,79.722,75.833,77.222,88.889,69.167,59.444,49.722,83.889,81.944,81.667,93.611,73.889,69.722,72.778,86.389,84.722,85,89.722,80.556,80.278,96.389,87.5,86.944,88.333,90,97.778,97.778,95,95.556,88.333,90.278,88.333,94.167,96.389,54.444,43.889,96.389,90.556,90.833,95.833,43.889,33.333,G
42.5,93.889,98.333,98.333,97.778,97.778,58.611,96.389,98.333,98.889,99.167,98.889,98.056,96.944,97.222,98.333,98.333,99.444,97.778,98.333,96.667,96.667,98.056,98.889,99.167,98.889,83.333,96.944,44.167,51.944,58.333,63.611,70.278,93.056,90,37.5,44.444,48.611,56.389,65.278,92.222,45,31.667,37.778,41.111,46.667,58.611,65.278,37.778,H
95.556,62.5,53.889,50,46.667,42.222,36.111,93.056,68.889,61.944,57.778,55.278,51.389,46.944,92.222,73.056,68.333,65.556,67.222,97.778,97.222,92.5,97.5,97.5,73.611,65.556,56.667,49.167,95.556,97.222,96.667,66.111,54.167,47.778,40.556,96.944,98.056,96.389,54.722,45.278,40.278,35.278,97.222,97.222,59.722,42.778,38.889,35.556,30.833,I
30.556,41.944,47.778,51.667,56.389,67.778,94.444,51.389,60,98.056,64.722,66.944,73.056,94.444,92.5,98.333,90.833,87.778,88.611,97.778,64.167,58.056,73.333,78.611,83.611,85.833,90.833,39.722,57.222,68.611,76.389,81.111,91.667,40.833,35,58.056,69.444,76.389,90.278,40.278,36.111,31.944,65.278,89.444,44.444,38.889,34.722,32.222,28.333,J
37.222,52.222,96.944,98.333,97.778,94.167,41.111,68.611,97.778,98.889,98.333,98.889,98.333,93.611,95.556,97.778,98.333,98.889,98.056,97.778,96.389,96.389,98.333,97.222,99.444,97.222,98.333,96.111,96.389,98.333,97.222,99.444,97.222,98.333,96.111,96.944,98.056,98.611,98.056,97.222,97.778,91.667,77.778,98.056,98.333,98.333,98.333,92.5,38.611,A
95.556,95.556,52.778,44.722,40,35.833,31.111,61.667,80.278,96.667,77.222,47.222,41.389,35.556,58.889,69.167,77.778,94.167,96.389,50.556,40,58.056,70.833,83.056,89.167,97.778,97.5,77.5,64.722,97.222,98.889,98.611,98.889,98.611,96.944,92.222,98.333,98.889,98.333,98.889,97.222,92.5,94.167,98.333,98.333,98.056,97.5,50.278,37.5,B
33.056,40,46.944,95,97.222,90.556,36.111,39.167,45.833,55,85.833,89.167,90.556,43.333,44.722,52.5,61.944,73.611,82.5,84.722,48.056,55.556,66.944,69.722,75.556,81.667,69.444,52.778,97.5,97.5,98.056,81.667,93.056,72.222,61.389,97.222,97.222,96.667,98.889,81.389,76.944,77.778,93.889,98.056,78.889,97.222,86.389,97.5,46.111,C
85.556,59.722,50,43.889,38.611,34.722,30.278,76.111,68.056,60.556,56.389,48.889,40.833,33.889,77.778,73.611,69.167,74.167,97.222,96.111,40,97.778,79.167,80.278,98.333,97.5,97.778,93.611,96.389,83.889,86.389,98.889,97.5,98.056,96.667,93.056,87.222,88.611,93.333,98.889,97.5,95.278,37.5,93.611,98.333,94.444,97.778,97.5,53.611,D
47.5,96.389,98.056,97.778,95.556,53.889,47.222,97.5,98.889,98.889,99.167,98.889,98.056,96.111,97.778,98.611,98.333,98.333,95.833,73.611,63.889,93.611,97.778,97.778,93.611,82.222,72.222,60.278,51.667,95,98.056,98.333,97.778,96.667,61.111,41.667,95.278,98.333,97.778,98.056,98.333,93.611,33.611,44.167,97.5,98.056,98.056,97.5,45,E
95,97.778,98.333,97.5,88.056,51.667,38.889,96.667,98.333,97.222,90.556,76.667,62.5,50.278,96.667,97.778,97.222,97.222,77.222,72.5,75.833,97.778,98.056,97.778,99.444,87.778,82.5,96.389,97.222,98.889,98.611,98.889,97.778,97.5,92.222,93.611,97.222,98.611,96.944,98.889,96.944,56.111,43.056,96.667,97.778,98.333,98.056,93.056,35.278,F
63.056,56.944,58.611,66.667,63.611,48.889,38.333,73.333,67.222,68.611,73.333,68.611,59.722,50,77.5,74.444,76.667,82.222,72.5,68.889,69.167,82.5,80.556,80.556,83.056,79.444,79.444,94.722,91.944,84.722,84.722,85.278,97.222,96.944,95,39.444,95.278,86.667,86.944,90.556,96.111,56.111,32.5,40.556,93.611,88.889,91.111,92.778,36.389,G
57.778,97.778,98.889,98.333,98.889,98.056,77.222,96.667,98.333,98.889,99.167,98.889,97.778,96.111,97.222,98.333,98.889,99.444,98.889,82.5,96.944,54.444,97.222,98.611,98.889,71.944,74.444,96.944,38.056,46.389,53.333,58.333,63.056,70,94.444,33.889,39.444,45.556,50.556,55.556,65,94.444,30.556,34.444,38.889,43.056,47.222,56.667,95,H
90.556,55.833,51.111,48.611,45,41.667,35.278,90.278,65,59.167,55.556,55,50.278,45.833,92.5,78.333,97.778,94.167,66.389,62.5,60.556,66.111,87.222,95.556,67.778,58.333,51.944,45.556,62.778,89.167,93.333,56.111,51.667,45,39.444,63.611,92.5,91.111,49.722,45.278,38.889,34.444,63.056,94.444,49.444,42.5,39.167,35.278,30.278,I
33.889,39.444,46.111,55.278,83.333,90,75.833,39.722,48.056,57.5,66.389,78.333,85.833,90.833,57.778,97.222,97.5,82.5,82.778,85,88.611,96.667,98.056,91.944,96.944,87.778,88.333,89.722,96.389,90.833,85,97.778,92.222,90.556,90.833,50.556,63.611,91.944,95,93.611,91.944,93.056,37.778,48.889,96.111,96.111,95.278,96.389,41.111,J
39.722,52.778,96.944,97.778,97.778,96.667,40.833,69.722,97.222,98.889,98.056,98.889,98.333,93.889,96.944,98.333,98.889,99.444,98.889,97.778,96.667,96.667,98.333,97.5,99.444,97.778,98.056,96.111,97.222,98.056,98.333,98.333,97.778,97.778,91.389,97.222,98.889,98.056,98.889,97.222,95.556,39.444,97.5,98.056,98.056,97.5,49.167,38.889,33.056,A
95.278,96.667,55,45.278,39.167,35.556,30.278,72.222,95.833,68.611,54.444,46.667,41.111,35.278,58.056,66.944,74.444,81.389,92.778,46.944,40,50.833,62.222,72.222,79.444,83.611,93.889,46.389,45.556,58.889,73.611,82.778,86.667,88.611,93.333,40.833,58.056,96.944,98.333,98.333,94.167,97.5,33.611,42.222,96.944,97.778,97.778,93.889,40.556,B
92.222,97.222,96.111,42.778,38.056,34.167,30.833,60.556,95,71.944,55.278,43.333,38.889,33.611,58.056,70.833,95.278,58.889,50,43.333,37.778,60.556,70.833,94.722,62.778,55,48.333,41.389,86.389,96.389,79.167,66.389,60.278,53.611,45.278,96.667,93.611,77.222,70.556,65.556,60.278,52.222,48.611,96.944,98.333,98.611,98.056,81.667,65.833,C
61.111,52.778,48.056,45.278,40.278,35.278,28.889,68.611,61.389,56.944,54.722,49.722,43.333,33.889,96.389,68.056,65.833,65.278,70.278,97.222,57.5,92.778,73.889,72.778,73.333,98.889,97.5,96.111,46.389,81.389,77.222,89.722,98.333,97.778,96.944,37.222,93.611,83.611,90.556,96.667,98.889,96.944,31.944,36.944,93.333,96.667,95.556,97.5,93.056,D
73.611,97.778,98.611,98.333,98.333,95.556,35.556,97.222,97.5,98.889,98.889,97.5,96.944,47.778,93.611,98.333,97.5,97.5,98.333,92.222,54.167,64.444,95.833,97.5,96.944,85.278,70.556,56.389,86.944,98.056,98.611,98.333,98.056,80,61.389,91.944,97.778,98.333,98.889,98.889,97.5,96.944,41.944,96.944,98.611,98.333,98.611,96.944,51.111,E
48.333,97.5,98.333,98.333,97.778,55.278,34.167,96.111,97.778,97.222,87.5,80.833,59.722,44.444,96.111,98.056,97.222,94.167,77.222,66.111,50.833,97.778,98.333,97.5,98.333,80,76.111,95.556,97.778,98.889,98.333,99.444,97.778,87.778,97.222,95.556,98.056,98.889,97.5,98.889,97.778,94.722,40.278,96.944,98.611,98.333,98.333,97.5,43.056,F
37.222,43.056,50.278,62.222,78.889,46.667,36.389,46.111,53.056,60.278,76.667,67.5,55.278,43.611,95.833,66.667,68.889,80.556,72.222,64.722,51.944,97.778,85.278,78.889,88.333,77.778,76.667,96.111,95,89.167,84.722,89.722,97.5,97.5,96.667,76.667,90.278,87.778,86.667,98.889,97.778,95,36.389,51.944,97.222,97.778,95.278,97.222,43.611,G
96.667,98.333,98.889,98.889,98.611,97.5,41.389,97.778,98.889,98.889,98.889,98.889,97.778,90.556,97.778,98.333,98.889,98.333,81.667,86.111,94.167,96.111,97.778,85.278,69.167,72.5,75.833,94.722,43.611,51.944,57.778,61.944,67.5,73.333,94.444,37.222,43.333,49.444,55.556,62.222,76.389,96.111,32.222,36.667,41.944,45.833,54.722,87.5,91.667,H
76.111,53.889,48.611,46.111,41.667,38.056,32.222,87.5,61.389,56.667,51.944,49.167,44.444,38.611,65.278,78.333,98.056,98.333,98.333,81.389,54.722,63.889,93.333,94.722,71.111,63.889,56.389,51.389,63.333,94.444,96.667,66.944,54.167,47.5,41.667,63.056,94.722,95.278,50.556,46.944,40.833,36.111,63.611,95.833,49.167,43.611,40,36.111,30.833,I
31.667,36.944,42.5,46.111,55,72.778,75,36.389,43.333,48.056,53.889,61.667,71.111,78.333,43.056,51.667,57.5,64.722,68.056,72.778,79.167,96.111,97.778,96.944,79.167,75.833,77.222,81.111,96.944,97.222,86.389,88.333,82.222,81.389,83.333,48.611,60,91.111,88.333,86.389,84.444,95.556,37.778,45.556,92.778,91.389,89.167,86.667,43.333,J
44.167,82.222,97.5,97.778,93.611,41.944,35.278,54.722,97.5,98.333,98.333,98.333,94.167,41.944,96.667,97.778,98.889,98.611,98.889,97.5,77.222,97.222,98.333,98.889,99.444,98.889,98.333,96.667,97.222,98.333,98.889,98.611,98.889,97.778,94.444,96.111,98.333,98.889,98.333,98.889,97.778,92.5,43.611,96.944,98.056,98.333,98.056,93.056,38.611,A
63.333,93.889,53.889,44.722,39.722,35.556,30.833,55.278,79.167,93.889,54.722,46.111,41.111,35.278,56.111,65.556,76.111,95.556,93.056,46.667,40,56.667,66.389,74.167,80.278,88.333,95.278,45.833,60.278,70,76.667,80.278,84.444,86.389,93.611,73.333,76.944,80.556,83.333,85.278,87.222,96.111,97.222,98.333,98.889,98.889,98.611,97.5,46.667,B
96.111,98.056,98.333,98.056,95.278,43.056,31.389,64.444,96.667,98.333,97.778,98.056,97.222,39.722,64.167,76.111,85.556,90.278,94.444,96.389,52.5,76.667,81.944,97.5,98.333,97.778,82.222,54.722,96.944,98.056,97.778,93.056,80.833,70.833,57.5,42.778,49.444,56.389,97.222,97.222,79.444,64.167,34.444,40.556,45,48.889,54.167,96.944,96.944,C
61.667,53.611,48.611,46.389,41.389,35.833,29.444,79.167,61.944,58.333,56.389,52.222,46.111,35,81.111,68.333,67.222,66.944,96.944,97.5,77.222,92.778,74.444,75.833,97.222,97.222,97.5,96.944,62.778,81.944,85.278,97.222,98.333,97.222,96.944,36.667,93.333,87.778,94.444,96.389,97.5,96.389,31.111,37.778,94.167,92.222,96.667,96.389,64.722,D
88.333,97.778,98.889,98.333,98.889,98.333,94.167,97.222,97.778,98.889,98.611,98.889,97.778,90,96.944,98.611,98.889,98.889,98.611,96.944,59.444,61.944,95,97.5,96.667,93.333,73.333,60,57.778,96.667,97.778,98.056,97.778,79.444,63.889,63.611,97.222,98.333,98.889,98.889,97.778,96.944,36.389,96.389,98.333,98.333,98.056,98.333,92.5,E
36.667,44.444,59.444,97.5,98.333,97.778,97.222,44.444,92.222,98.333,98.889,98.056,98.333,96.389,96.111,98.333,98.333,98.611,98.333,95.556,64.167,97.778,98.889,98.333,98.333,96.111,73.056,61.389,97.778,98.333,97.5,97.5,82.5,77.222,65.556,97.778,98.611,98.611,99.444,87.5,97.778,97.222,96.667,98.333,98.889,98.611,98.611,97.222,51.667,F
37.222,48.611,95.278,55.833,45.556,39.444,33.611,43.611,54.722,94.444,66.667,55,46.389,39.444,48.056,58.611,91.111,91.389,64.444,58.056,46.944,53.333,63.611,92.778,82.222,97.778,97.222,96.667,62.5,70.833,76.944,97.222,97.222,98.333,97.778,96.944,83.889,82.222,89.444,95.278,96.667,94.722,94.167,98.333,87.5,88.889,98.333,92.778,39.444,G
95,98.333,98.333,98.333,98.333,91.111,35.556,97.5,98.889,98.611,98.889,98.333,96.111,45,97.778,98.889,98.889,98.889,97.778,97.222,57.5,97.222,98.333,98.889,98.333,75,85.278,94.167,55,57.778,60.556,62.5,66.667,70.833,95.278,37.222,45.833,51.389,55.556,60,67.222,94.167,31.944,37.222,43.056,46.944,51.389,61.111,94.444,H
66.111,54.444,48.889,46.111,41.389,37.778,31.389,90,61.944,57.778,52.5,49.722,45.278,37.5,95,73.056,97.222,59.444,58.889,58.333,91.944,91.944,84.167,95.556,71.944,67.222,63.889,69.167,76.111,87.778,94.444,67.5,60.278,53.611,46.667,44.167,89.444,95.556,59.444,52.222,44.722,38.889,37.5,91.667,94.444,50.556,43.333,38.611,33.333,I
33.611,39.444,45,49.167,57.778,71.944,87.778,41.111,57.222,96.667,97.5,72.222,76.944,84.444,96.667,97.778,97.778,94.722,84.167,83.056,86.389,97.778,98.056,91.111,88.056,90.278,87.5,89.722,56.944,69.167,77.222,93.333,91.667,88.611,90.556,45.278,60,77.222,95.833,93.889,91.944,93.056,38.056,51.111,95.833,97.778,97.5,67.778,35.556,J
37.778,68.611,97.778,97.778,98.333,98.056,77.222,46.389,96.944,98.889,98.889,98.889,97.5,96.667,85.833,97.5,98.056,98.333,98.889,97.778,97.222,96.389,98.333,98.889,99.444,97.778,97.5,95.833,97.222,98.333,98.333,98.333,97.778,97.778,93.889,97.222,98.889,97.778,98.889,97.5,96.111,41.389,94.167,98.056,98.333,97.222,69.167,40.556,33.056,A
38.056,51.667,95.556,84.167,81.944,55.833,36.667,44.167,54.167,78.889,93.611,71.111,58.056,44.722,48.056,56.389,66.667,78.056,95,61.389,50,51.111,59.722,67.778,74.444,89.167,95.278,56.944,54.722,63.333,70.556,75.556,79.722,90.833,94.722,63.333,69.722,73.889,78.889,81.667,83.889,93.889,97.778,98.889,98.889,98.889,98.889,97.778,64.167,B
96.667,84.722,84.167,94.167,37.5,33.611,30.556,65.833,75,80.278,82.778,75.833,39.167,33.611,60,69.167,77.222,81.111,88.889,45.556,37.778,61.667,69.444,76.111,80.278,90.278,51.667,42.778,64.167,72.778,77.5,91.944,70.556,58.056,47.778,74.167,96.111,89.167,83.056,74.167,64.444,53.056,50.556,51.667,52.222,53.889,54.722,95,94.444,C
38.333,94.167,93.333,85.278,81.389,76.667,67.778,94.167,91.667,90.278,86.389,81.944,73.056,63.056,94.167,95.278,95.556,98.889,97.222,93.611,63.611,96.667,98.889,98.333,98.889,97.778,97.778,93.611,97.222,98.333,98.889,99.444,98.333,98.333,97.222,93.611,97.5,98.889,97.778,98.889,97.5,92.5,38.333,95,97.778,98.333,97.778,68.333,38.333,D
43.889,96.389,98.611,98.056,98.889,98.056,77.5,96.944,97.778,98.889,98.611,98.889,97.222,63.056,97.222,98.889,98.889,98.889,97.778,97.222,61.944,77.778,97.778,98.333,97.778,96.111,79.722,58.889,95,98.333,98.333,98.333,98.056,80.278,62.222,96.389,97.778,98.889,99.444,98.889,97.778,96.667,93.611,98.056,98.889,98.611,98.889,97.5,93.333,E
36.111,47.5,95,98.333,98.333,97.778,97.222,86.667,96.944,98.889,97.778,98.889,96.944,71.944,96.111,98.333,98.333,98.611,97.778,95.278,59.444,97.778,98.611,97.778,98.611,96.389,71.389,60.278,97.778,97.778,97.222,97.222,80.556,73.889,63.889,97.778,98.333,98.056,99.444,83.056,81.944,96.667,77.222,98.056,98.889,98.333,98.889,98.333,92.778,F
32.778,36.389,42.222,55,88.889,48.889,38.333,37.222,42.5,50,68.611,72.222,58.333,46.111,41.111,48.056,54.722,70.278,73.889,67.5,62.778,46.389,54.167,61.389,75.556,80,96.944,96.111,55,61.667,66.111,75.278,96.944,97.5,95.556,67.222,68.056,71.111,73.333,84.722,92.5,88.889,79.444,98.056,77.5,78.889,84.444,95.278,36.111,G
38.611,86.944,98.056,98.611,98.333,98.333,96.667,94.444,98.333,98.889,98.611,98.889,98.333,97.5,97.5,98.611,98.889,99.444,98.889,83.333,97.778,50.278,58.611,63.056,66.944,70.833,75.556,95.278,40.278,48.333,55.278,60.278,66.667,73.333,93.889,35.556,41.111,47.5,52.778,61.944,74.722,91.389,31.389,35.556,40.556,45,53.889,91.667,94.444,H
89.722,59.167,51.944,48.056,43.333,39.722,33.333,91.944,66.389,60.556,56.944,52.222,48.889,41.111,83.889,86.667,98.333,98.611,83.889,64.722,96.944,88.889,91.111,77.5,71.944,65,61.389,53.889,91.389,93.611,90,66.944,56.944,51.389,42.5,96.667,94.444,95,60.833,50.278,43.333,37.5,77.222,94.722,95.278,49.167,42.5,37.222,32.778,I
31.667,36.389,41.667,84.167,70.278,66.389,58.889,35,43.611,52.222,87.5,65.556,58.889,49.167,41.389,52.222,60.556,88.889,62.222,53.889,44.722,55.556,64.444,69.167,79.444,59.722,49.722,41.944,97.5,97.778,81.389,81.944,58.056,45.556,37.778,96.667,97.778,90.833,92.222,52.5,39.722,33.056,74.444,96.111,93.056,92.5,37.222,32.5,29.722,J
33.333,38.333,44.444,86.389,96.944,96.667,59.444,37.778,46.667,96.111,97.778,98.333,97.222,96.667,47.222,96.944,97.778,98.889,98.611,98.889,97.222,95.278,97.778,97.778,99.167,98.611,98.333,96.944,96.667,98.333,97.222,99.444,97.778,98.333,96.111,97.222,98.333,98.333,99.444,97.778,98.056,95.833,97.5,98.611,98.611,98.889,98.333,93.611,43.889,A
97.778,91.389,87.778,98.056,80,43.611,35.556,75,79.444,82.5,85,86.111,96.111,46.944,62.5,72.222,79.167,83.611,86.667,88.333,95.278,58.889,70,78.056,84.167,87.222,89.444,94.444,60.278,75.278,85.278,88.056,89.722,91.111,96.111,86.389,97.5,98.889,98.333,98.889,97.5,95.556,95.833,98.333,98.333,97.778,98.333,92.5,38.611,B
63.889,96.667,96.667,48.611,40,34.167,30.833,55.556,95.833,96.667,71.389,51.111,40,34.167,58.056,73.056,83.056,88.333,94.167,76.944,37.5,64.167,75.556,81.944,86.667,89.167,93.333,44.444,97.778,98.333,98.056,97.778,88.056,71.111,53.611,50,52.778,54.444,56.667,93.333,72.5,59.722,36.667,42.778,46.389,49.167,51.389,55.833,95.278,C
36.944,53.889,87.222,78.889,64.444,46.389,36.111,85,86.667,83.333,77.222,67.778,53.611,42.778,95.278,87.5,84.444,80.556,75.278,68.889,48.611,97.222,90,89.444,98.611,97.778,97.778,95,97.778,92.778,98.056,99.444,98.333,98.333,97.778,95.556,95,98.889,98.056,98.889,97.778,95.278,41.111,96.111,98.056,98.333,97.778,96.111,41.111,D
47.5,96.667,97.778,97.778,91.111,48.611,41.389,64.722,97.778,98.333,97.778,98.056,64.444,57.778,69.167,97.778,97.778,75.278,78.056,66.389,56.111,96.389,96.111,77.778,68.611,61.944,54.722,45.556,97.222,97.778,93.611,65.556,55.833,48.056,40,97.222,98.333,97.222,62.778,48.333,41.389,36.111,95.556,97.778,97.222,56.389,40.833,35.833,31.667,E
36.389,53.333,96.944,98.333,97.778,93.056,41.389,86.389,97.222,97.5,92.778,73.056,61.111,46.944,96.111,97.222,96.667,75.556,68.333,59.444,49.722,96.667,97.222,96.667,74.444,67.5,60.278,51.944,96.389,97.222,96.944,78.889,68.889,62.5,53.333,97.5,97.222,97.778,98.333,94.167,66.944,58.056,77.222,98.056,98.889,98.333,98.889,97.778,94.444,F
